channels,pos_pixels,neg_pixels
272,180,396
273,236,340
274,265,311
275,205,371
276,262,314
277,224,352
278,253,323
279,262,314
280,247,329
281,272,304
282,244,332
283,241,335
284,264,312
285,252,324
286,201,375
287,222,354
288,260,316
289,282,294
290,248,328
291,278,298
292,205,371
293,220,356
294,271,305
295,171,405
296,244,332
297,305,271
298,263,313
299,245,331
300,268,308
301,272,304
302,256,320
303,278,298
304,272,304
305,228,348
306,284,292
307,257,319
308,282,294
309,212,364
310,257,319
311,278,298
312,169,407
313,238,338
314,249,327
315,202,374
316,230,346
317,192,384
318,279,297
319,260,316
320,175,401
321,250,326
322,201,375
323,285,291
324,257,319
325,249,327
326,251,325
327,267,309
328,291,285
329,252,324
330,226,350
331,230,346
332,289,287
333,263,313
334,262,314
335,186,390
336,242,334
337,220,356
338,215,361
339,186,390
340,243,333
341,179,397
342,267,309
343,270,306
344,241,335
345,201,375
346,267,309
347,236,340
348,301,275
349,299,277
350,295,281
351,257,319
352,191,385
353,276,300
354,245,331
355,259,317
356,242,334
357,245,331
358,280,296
359,158,418
360,237,339
361,207,369
362,247,329
363,240,336
364,227,349
365,241,335
366,261,315
367,234,342
368,266,310
369,211,365
370,274,302
371,275,301
372,249,327
373,240,336
374,245,331
375,218,358
376,241,335
377,224,352
378,296,280
379,259,317
380,293,283
381,231,345
382,223,353
383,206,370
384,252,324
385,280,296
386,263,313
387,211,365
388,226,350
389,293,283
390,270,306
391,316,260
392,281,295
393,273,303
394,291,285
395,250,326
396,216,360
397,235,341
398,203,373
399,247,329
400,279,297
401,293,283
402,265,311
403,247,329
404,298,278
405,248,328
406,256,320
407,294,282
408,215,361
409,248,328
410,267,309
411,215,361
412,203,373
413,276,300
414,239,337
415,261,315
416,224,352
417,257,319
418,249,327
419,297,279
420,196,380
421,298,278
422,324,252
423,302,274
424,206,370
425,247,329
426,193,383
427,243,333
428,228,348
429,246,330
430,252,324
431,249,327
432,250,326
433,258,318
434,214,362
435,234,342
436,310,266
437,281,295
438,237,339
439,272,304
440,275,301
441,260,316
442,259,317
443,240,336
444,142,434
445,248,328
446,217,359
447,288,288
448,279,297
449,309,267
450,255,321
451,182,394
452,251,325
453,204,372
454,251,325
455,234,342
456,281,295
457,181,395
458,317,259
459,242,334
460,252,324
461,286,290
462,155,421
463,253,323
464,255,321
465,209,367
466,244,332
467,270,306
468,243,333
469,269,307
470,268,308
471,233,343
472,217,359
473,177,399
474,251,325
475,267,309
476,173,403
477,237,339
478,234,342
479,254,322
480,270,306
481,261,315
482,254,322
483,279,297
484,249,327
485,223,353
486,240,336
487,271,305
488,219,357
489,243,333
490,222,354
491,202,374
492,268,308
493,311,265
494,272,304
495,276,300
496,273,303
497,258,318
498,264,312
499,193,383
500,211,365
501,119,457
502,245,331
503,241,335
504,235,341
505,232,344
506,220,356
507,267,309
508,275,301
509,236,340
510,190,386
511,195,381
